input,output
"""네, 어디 좀 가요.""","이것은 결국 항복의 증인이었다. 만약 이때 성구가 정희의 말에 어떤 한 마디라도 남겼다면, 정희는 모든 것을 내어던지고 성구의 품으로 돌아갔을 것이다.성구의 입술은 떨렸다 -."
"""저 좀 보세요.""",
"""급한 일이 있어서 가야 하겠는데요.""",
"""저를 생각해 주지 않으세요?""",
"""무엇을 생각하지 않아요?""","타협은 이렇게 깨어졌다.잠시 더 가만히 앉은 성구는 모자를 집어들고 일어났다. 그것을 살짝 보자, 정희는 척척하게 체하지 않고 다시 자리로 돌아앉았다.성구가 나가는 문 소리가 들렸다. 문이 열리고 닫혔다. 그러나 닫혔던 문은 다시 열리고 성구의 성나고 떨리는 목소리가 들렸다 -."
"""네, 그 말씀을 모르겠습니다.""","문은 다시 쾅하고 닫혔고, 성구가 발소리를 내며 현관문을 향해 나갔다.정희는 벌떡 일어나 문을 열어 쳐다봤다. 그러나 그 때에는 벌써 성구의 그림자는 현관 밖으로 사라져버렸다. 정희는 기력없이 문을 닫고 다시 자리에 앉았다. 쓰라린 눈물이 끊임없이 눈에서 흘렀다.🙝 🙟사흘 후에 K신보에 최삼덕이라는 서명으로 어떤 여성에 대한 공개장이 발표되었다. 정희는 그 최삼덕을 알았다. 그것은 최성구라는 가명으로 정희와 서로 편지를 주고받을 때 항상 사용되던 이름이었다.그 공개장에는 자신이 얼마나 '그대'를 사랑했는지, 그 정도의 문제라고 말하며 아직도 자신의 마음이 동요하지 않았다는 말을 썼고, 자신이 T군에서 오래 머물게 된 것은 단지 조금의 호기심을 넘어서는 의미가 없다고 언급했다. 그는 '그대'를 탓하며 경솔하게 행동하여 그의 마음이 원망으로 변했다고 언급했다. 또한 그는 여성의 영리한 듯한 좁은 마음을 비웃었다. 이렇게 썼다. "
"""어디서 먹을까요?""","그러나 그때 그대는 어떤 길을 선택했나? 그대는 나에게 반성할 여유를 주었나? 반성할 만한 말을 했나? 한 걸음 더 나아가서 그대는 사건의 경위를 제대로 알아봤나? '<약한 자여! 네 이름은 여인이라>'고 한 사람도 있지만, 오히려 너무 강해서 스스로를 넘어뜨린 그대여. 자신의 영리함에 과신하여 한 사람의 미래를 파괴한 그대여. 그대의 과신 덕분에 전적으로 미래를 잃은 나는 어느 날 어느 곳에서라도 당연히 그대를 원망하고 미워할 것이다.나의 탄 기차는 이제 닫힌다. 가는 곳은 어디일까? 나는 알 수 없다.나의 마음은 다사로운 남쪽을 향하지만, 나의 다리는 머리를 가로지르며 북쪽으로 향한다. 어디로? 왜? 상처 입은 나의 마음은 더욱 찬 인정을 맛보기 위해 끝없이 북쪽으로 간다.인생은 길다. 세상은 좁다. 우리 둘이 이후에 어디에서 어떤 상황에서 다시 만날지는 알 수 없다. 그러나 - 아, 더 이상 나는 무엇을 쓸까? 다만 영원히 그대의 불행을 빌면서 이 붓을 내려놓는다. 운운."
"""그런 게 아니라, 장난을 하다가 베였어요.""",최성구 실종
"""어떤 장난이었나요?""","이라는 제목으로 최성구씨가 어떠한 유서나 전갈 없이 실종되었다는 기사가 실렸다.그 날 밤, 정희는 열이 사십 도에 달하여 누워서 맹렬히 신음했다.의사는 독감이라고 말했지만, 그 병은 독감으로 간단히 설명할 수 없었다. 식사 후 몇 분이 지나지 않아 모두 토하게 되었다. 약 한 숟갈을 먹어도 토하게 되었고, 말도 안 되는 소리를 내었다. 밤에 그의 아버지는 그의 머리를 집고 앉아 있던 그의 머리 맡에 놓인 신문을 보았다. 그리고 최삼덕의 공개장을 읽었다.다음 날 아침, 정희가 조금 정신이 들어서 눈을 떴을 때 아버지가 들어왔다."
"""아까 영호루에 갔다가 피를 털어내느라고 하다가 다쳤어요.""",
"""하하, 그래서 참 흥미로운 상처네요.""",
"""하지만 그게 다가 아니에요. 어여쁜 여성이 그 상처를 돌보아 주었으니 더욱 시적이지요.""",아버지는 조용히 딸의 얼굴을 쳐다봤다.
"""네, 그래요.""",
"""하지만 그게 다가 아니에요. 그 여성의 부드러운 웃음이 내 마음까지 흔들었어요.""",
"""하하, 그게 참 신기하네요. 그런데 그 여자는 누구죠?""",정희의 얼굴은 붉어졌다.
"""영호루 밑에 주막집에 계시잖아요.""",
"""네, 알고 있어요. 그럼 그 집은 엄영록의 집인 건가요?""","🙝 🙟아버지가 나간 후에 정희는 아버지의 말을 다시 한 번 마음속으로 생각해보았다. 그것이 정말 어떤 의미였을까? 무슨 뜻을 갖고 그렇게 말했을까?그러나 정희는 열이 불쑥 올라서 정신을 집중하기 힘들었다. 왜 그런 말을 물어봤는지 이유도 생각나지 않았다.더 이상 이상한 것은, 남씨와 파혼하고 싶은 거냐고 물었을 때 첫말로 거절했다는 것이었다. 정말로 남씨에게 손톱만큼도 사랑이 없는 건가? 한때는 남씨를 좋아하려고 했지만, 그 성구의 감상적인 공개장을 보고 나서는 그 생각이 사라지지 않았나? 강요하진 않지만 마음속에는 여전히 성구에 대한 그리움이 타오르지 않았나? 지금이라도 성구가 품을 열고 오면 모든 것을 버리고라도 그곳으로 돌아가고 싶지 않나?하지만 그런데 왜 남씨와 파혼하고 싶은 거냐고 물었을 때 첫말로 거절했을까?이 세상은 정말로 수수께끼다. 자신의 행동까지도 수수께끼다. 왜? 정말로 위선적인 건가? 정말로 그럴 리는 없었다. 자신이 파혼을 거절한 것은 갑작스럽고 변태적인 심리 때문 밖에는 설명할 수 없다.정희는 고민스러운 한숨을 한 번 내쉰 후 다시 누워잤다. 머리를 어지럽게 하는 무거운 졸음이 그를 눌렀다.🙝 🙟동경(東京)- 사흘 뒤에 정신이 좀 똑똑하여지며 괴로운 잠에서 깬 정희는 문득 동경을 생각하였다. 슬퍼하는 자백만과 기뻐하는 자백만, 춤추는 자백만과 통곡하는 자백만을 포용하고도 조금도 모(甬)를 보이지 않는 널따랗고 커다란 ‘동경’의 품을 그는 생각하였다. 남편 끝에서 수천 호가 타지는 큰 불이 있으되 북편 끝에서는(신문을 보기 전에는) 그것을 알지도 못 하느니만치 큰 동경, 활동사진관만 다 구경하려도 한 달의 날짜를 가지고야 하는 널따란 동경, 하루에 새로운 부부 수백 쌍과 새로운 독신자 수백 쌍을 내면서도 신문 기자까지도 그런 일은 눈떠 보지도 않느니만치 분주스런 동경.도쿄 - 사흘 후, 정신이 조금은 명료해지고 괴로운 잠에서 깨어난 정희는 갑자기 도쿄를 생각했다. 슬픈 자백만과 기뻐하는 자백만, 춤추는 자백만과 통곡하는 자백만을 모두 포용하며 어떤 표정도 보이지 않는 넓고 큰 '도쿄'의 품을 그는 생각했다. 남쪽 끝에서는 수천 개의 불이 타오르고 있지만 북쪽 끝에서는 (신문을 보기 전까지는) 그것을 알 수 없을 정도로 큰 도쿄, 활동적인 사진관을 구경하려면 한 달의 일정을 가져야 할 정도로 넓고 큰 도쿄, 하루에도 새로운 부부 수백 쌍과 새로운 독신자 수백 쌍이 태어나는데도 신문 기자조차 그런 일을 다 보지 못할 정도로 붐비는 도쿄.가운데에 위치한 유명한 아사쿠사(최초), 젊은이들의 히비야(일비곡), 긴자(은좌), 간다(신전)의 오래된 서점, 그리고 지금이 가장 활기찬 야시의 금붕어와 꽃 화분들 - 이 모든 것들이 외로운 정희의 마음에 봄 동산의 진달래와 같이 떠올랐다.그리고 그 가운데를 헤매던 예전의 자신을, 그는 눈물 어린 마음으로 회상했다.🙝 🙟잠시 후, 아버지가 정희의 방에 들어왔을 때, 정희는 단호하게 도쿄로 갈 것이라고 말했다."
"""네, 맞아요. 그의 누이동생 말입니다. 아주 유명한 분이에요. 경북에서 제일 유명한 미인이라는 소문이 있는 여자예요. 그런데 그 여자가 그 손을 돌봐 주셨어요.""",
"""네.""",아버지는 정희의 옷깃을 응시했다.
"""그런데 엄영록을 아시나요?""",그리고 아버지는 속소리처럼 중얼거렸다.
"""네, 알아요.""",아버지는 주머니에서 라이터를 꺼내 담배를 피워 긴장을 푼 채 가만히 있다가 다시 입을 열었다.
"""친하신가요?""",
"""이전부터 집에 가다니까 장날이면 꼭 들르시는군요.""","정희는 조용히 대답했지만, 이것만으로는 충분하지 않다는 듯이 혹은 모욕당한 듯이 다시 한마디 덧붙였다."
"""그렇게 하세요!""",
"""이걸 가져가서 다시 한번 만나보자. 그래! 만날 핑계는 단단히 마련돼 있다.""",
"""에헴""",정희는 분노를 터뜨렸다.
"""이거 가져왔어""",
"""여기, 받아요.""",아버지는 벌떡 일어나 방 안을 거닐기 시작했다.
"""내일도 저녁에 물 가져올까?""",
"""네""",
"""왜 그녀가 이 헝겊을 주었을까?""",
"""그녀가 이 헝겊을 싫어하는 걸까?""",아버지는 한 번 깊게 숨을 들이마셨다.🙝 🙟정희는 아버지를 쳐다보았다. 딸과 연구와 담배 - 이 세 가지를 제외하고는 아무런 관심도 없는 이 늙은 아버지는 외로웠다. 아버지의 얼굴은 정희라는 유일한 자손으로부터 마음을 털어놓지 못한 외로움으로 가득 차 있었다.정희는 머리를 숙였다.
"""내가 준 헝겊을 싫어해서 그런 걸까?""",정희는 말을 끊었다. 거의 거짓말을 할 뻔했다.
"""그런 줄 알았더면 처음부터 주지 말 걸!""",아버지는 담배를 털었다.
"""내일은 물을 길러가지 않을 거야""",
"""오지 않았나?""",
"""이거 봐봐!""","아버지는 간단히 결론 내렸다.🙝 🙟하지만 일주일 후에 정희는 도쿄를 방문하게 되었다. 이번 도쿄 여행에 대해 찬성을 한 사람은 정희의 약혼자인 남영식이었다. 그 이유는 특별한 이유가 아니었다. 도쿄는 슬픔과 걱정이 저절로 사라지는 곳이라는 남영식의 경험에 기반한 결론이었다.도쿄는 정희에게 있어 이태전 때보다 완전히 다른 장소였다. 도시의 변화, 습관의 변화를 제외하고도 전차 노선의 변경으로 인해 정희는 상당한 불편을 겪었다.여름 방학 때 돌아온 많은 학생들로 인해 정희는 쉽게 하숙소를 얻었고, 그날 밤에는 아사쿠사(천초)로 가서 활동사진관에 들어갔다.귀국 후로 활동사진을 본 적이 없던 정희는 여기서 자신의 몇 년 전 소녀 시절을 발견한 듯했다. 번잡하고 답답한 여성 생활을 이태전 때 겪던 정희는 여기서 다시 한 번 자신이 학생인 모습을 찾아냈다.‘니꼬니꼬 대회(끄으으우!)’였다. 18년 전에 전기관에서 흥행한 찰스 채플린과 ‘데부군’ 등 다양한 광대들의 희극 공연을 모아 열었던 ‘니꼬니꼬 대회’라는 이름은 그 자체로 정희의 마음을 젊게 만들었다."
"""양순!"""," 정희는 그 말을 번역하여 속으로 외쳤다. 광대들은 정희에게 완전히 낯선 사람들이었다. 하롤드 로이드 찰스의 희극은 그 때와는 많이 달라지고, 플롯도 완전히 다른 형태를 띠었다. 채플린의 희극 스타일은 아직도 어느 정도 남아있지만 모든 것이 근본적으로 변화하였다. 진화와 퇴화, 활동사진의 정의에 따라 진보로도 볼 수 있고 퇴보로도 볼 수 있지만, 그러한 어려운 문제는 뒤로 하고 정희는 이 큰 변화에 약간의 애수와 기쁨을 느꼈다.역시 도쿄는 좋다. 돌아가는 길에 가득 찬 전차 안에서 빛나는 거리를 꿈결처럼 바라보며 정희는 이런 생각을 했다.이틀 후, 그는 자신의 고등학교를 찾아보기로 했다. 그곳에서 자신보다 삼 년 아래 학년에 있던 S와 K 앞에서 자신을 선보이려는 작은 자부심도 있었지만, 무엇보다도 자신이 다섯 년 동안을 고생했던 기숙사와 교사들을 다시 만나 인사하고 감사의 마음을 표하고 싶었다.아침을 먹은 정희는 곧 전차를 타고 백금대정까지 도착했다. 오른쪽으로 꺾어서 언덕을 내려가면 자신의 아름다운 고등학교가 있는 곳이었다.가슴은 설레였다. 그는 긴 언덕을 내려가면서 왼쪽으로 돌아왔다. 그곳이 바로 그의 고등학교였다. 무성한 아카시아 사이로 정희는 때때로 번쩍이는 햇빛과 붉은 빛을 볼 수 있었다. 쿵 하는 소리에 축구공이 떠올랐다. 수백 명의 장래의 여자 학생들이 즐거운 웃음 소리를 내고 있는 것이 들려왔다. 아라 이야 아레에 하하하하라는 소리가 울려나오며 이 모든 소리들은 환락의 음악이었다.그 길엔 사람이 많지 않았다. 정희는 아카시아 담장을 바라보며 곁눈질을 하며 대문 쪽으로 향했다.하지만 대문 앞까지 다다른 정희는 갑자기 걸음을 서둘러 대문을 통과해 버렸다. 누군가 나를 보았을까 걱정과 누군가 나를 보았으면 좋겠다는 생각이 그를 가득히 누르고 있었다.정희는 그 학교를 그냥 지나쳐서 몰래 학교쪽을 돌아다녀보았다. 무성한 느티나무 숲 속에서는 정희가 심은 나무도 있었을 것이다. 자신이 의지하고 책을 읽던 나무나 자신이 숭배하는 사람들의 이름을 칼로 새긴 나무도 있을 것이다. 정희는 머리를 숙이고 빨리 담장을 돌아 전차길로 향했다. 운동 시간이 끝났는지 교실에서 종소리가 울려 들렸다.그 날 밤, 정희는 침대에 누워서 울었다. 한번 더 추억한 뒤, 눈물을 통해 과거를 작별하려던 의도는 그의 알지 못하는 사이에 그 곁을 떠나버렸다. 그 아름다운 클럽과 같은 꽃동산에 정희는 참여할 자격조차 없었고, 참여할 용기조차 없는 어느 노인이었다. 도망치지 않을 수 없을 만큼 그것을 오히려 두려워하는 늙은 자신이었다.이틀 후 일요일에 정희는 자신의 고등학교 동창인 S를 미쓰코시에서 만났다. 그러나 정희는 그를 피했다. S도 정희를 알아보지 못하는 것처럼 보였다.과거는 역시 멀리서 바라볼 때 가까이서 그것을 보려던 정희는 거기서 냉정과 한숨밖에 발견하지 못했다.어느 날 밤, 금색 거리를 거니던 정희는 거기서 갑작스레 같은 해에 한 학교를 졸업한 여성인 A를 만났다."
"""양순!""",
"""오늘은 왜 물을 늦게 길러왔어? 나는 계속 기다리고 있었는데...""",두 사람의 눈이 마주쳤다. 아라 소리와 함께 손을 맞잡았다.
"""나는 너를 보고 싶어서 여기 와서 기다렸는데, 너는 아마 그렇지 않지? 나는 매일매일 너를 여기서 만나고 싶어!""",A는 정희를 데리고 가까운 깨끗한 카페로 들어갔다.
"""나도요""",A는 웨이터에게 주문하고 맵시 나는 담배를 꺼내어 붙여물었다.
"""진짜야? 정말이야? 응, 정말이야? 대답해야지.""",정희는 놀라서 물었다.
"""네""",
"""내일도 올 거야?""",
"""네.""",두 사람 사이에는 오랜만에 만나는 친근한 대화가 펼쳐졌다.
"""나도 기다리러 올게.""",정희는 대답하지 않고 적적히 웃었다.
"""무슨 일로 그렇게 오래 있었어? 어디서 늦게까지?""",
"""두레박이 우물에 빠져서 건져냈어요.""",
"""내가 잘못 알았어! 내가 모르고 그랬어! 이게 그의 손가락에 상처가 된 거야!""",정희는 A를 자세히 바라보았다. A의 얼굴과 사상은 여전히 이태 전과 별 차이가 없었다. 부인세계라는 잡지에서 지식을 습득하는 그의 모습은 이태 전과 거의 같았다.
"""내가 왜 이런 비극적인 상황에 처한 걸까?""",
"""지금까지 주무시지 않은 모양이네요!""",
"""어떻게 해야 할까? 문을 열어 두드리면서 말을 해볼까! 이렇게 왔으니까 할 말은 다 하고 가야지.""",
"""일복 씨""",
"""일복 씨""",
"""어디를 가셨을까?"" "" "" ""주인에게 물어볼까?""",
"""내일 또 올게""","정희는 웃으며 다시 A를 바라봤다. 그리고 그 제약이라는 것도 명확한 의미를 갖지 못하고, 다시 말해 여성으로서의 자유라는 것을 이해하지 못하고, 잡지 등에서 본 것 이상으로 중요하지 않다는 것을 깨달았다."
"""일복 씨!""",
"""누구세요?""",
"""저예요""",
"""무슨 일이세요?""",
"""집에 가는 길이에요.""",정희는 아이스크림 한 술을 입에 넣었다.
"""집이에요?""",A는 쾌활하게 웃었다.
"""네.""",A는 놀란 듯이 정희를 바라봤다. 실제로 오십 년 전 사상을 구식 사상이 아니라고 주장하는 사람을 A는 이해하기 어려웠을 것이다.
"""무엇을 하러 가세요, 낮도 아니고 밤에.""",
"""…………""",
"""어쨌든 집까지 데려다 드리죠.""",
"""아니에요. 오늘 일복 씨에게 반드시 말씀을 해야 할 게 있어요.""",
"""제게요?""",A는 다시 한 번 크게 놀란 표정을 짓게 되었다.
"""네. 반드시 말해야 해요.""",
"""오늘은 늦어서 내일 만나서 이야기하시지요.""",
"""아니에요. 오늘 못 만나뵈이면 다시 만나뵐 날이 없어요.""",
"""왜 그래요?""",둘은 함께 크게 웃었다.
"""어쨌든 집까지 같이 가세요.""",
"""일복 씨!""","실제로 정희도 놀랐다. 한 달 전, 아니 심지어 이십 분 전까지도 정희는 A와 같은 사상을 가진 여성이었다. 그런데 그 이야기를 나누면서 머리 속에 잠복해 있던 새로운 생각이 갑자기 떠오르게 되었다."
"""네""","이라는 가짜 같은 나는 지난 밤 동안 내 평생을 경험했어요. 나는 드디어 허물어지고 노쇠해진 차에 아침을 맞이하면서 다른 사람들이 보는 것처럼 가장 어리게 자야 한다는 생각을 계속 닦고 그리고 빨리 자는 습관을 갖게 되었어요. 오늘도 그런 습관이었어요.사람들은 나를 보고 어쩔 줄 모르고 경천동의 담백한 경험을 가진 사람인 줄 알게 되는 것 같아요. 그래서 그렇게 하는 것이 내 시시한 자세를 유지하는 유일한 비결인 것 같아요. 즉, 낮에 잠을 자기 위해 남들에게 자고 있다고 보여주기 위한 거죠. 하지만 그 편지를 받고 나는 당장 이러한 견해와 유서에 대한 고민을 깨끗이 정리하기 위해 이발소로 갔어요. 입술에 립밤을 발라가며 현란한 거울 앞에 앉아 이제 화려하게 시작하려는 내 삶을 천천히 즐기기 위해 얼굴을 정돈하는 것이었어요.위선, 작은 머리에 있는 잘린 봉발을 깎아서 상고머리를 만들었어요. 오각수는 깔끔하게 다듬었고 안마도 받았어요. 그리고 비누로 세수를 한 후 거울을 바라보니 품이 있는 것처럼 보이지 않고 한 쪽 모서리도 없어 보이면서도 태생을 어떻게든 극복하기 좋게 말해서 라파엘의 작품 한 조각처럼 청초한 외모를 가진 것 같이 보였습니다. 그러나 이런 점에 만족하지 않고 내 얼굴을 미남으로 꾸미고 싶어하는 구시레한 욕심을 내심 한탄했습니다.아차, 나에게도 모자가 있었어요. 겨울 동안 압축해서 넣어둔 것을 꺼내어 15분 동안 세탁소에 가져가서 깔끔하게 만들었어요. 그리고 하얀 바지와 셔츠에 고동색 넥타이를 매고 꽤 독특한 스타일로 차려입었습니다. 공단은 못하지만 능직한 두루마기로 이 정도면 어느 정도 천재적인 특징을 가진 사람에 비해 손색이 없을 거예요. 나는 그런 나름 이만한 특징을 강조하기 위해 알맞은 옷을 손에 쥐어주어야 할 것을 잊지 않았습니다.별 수 없이오늘이 바로 3월 3일인 것이다.나는 약간 지각해서 동소문으로 지정된 장소에 도착했다. 정희는 예상대로 미리 약 30분 정도 일찍 와있었다.정희의 모습은 어둠이 낀 바람처럼 슬프다. 그의 얼굴은 여전히 차가운 바람처럼 싸늘해서, 말하자면 정희의 모습은 얼음으로 뒤덮인 바람처럼 슬프게 보였다.이런 경우에 나는 천천히 눈물을 닦아야 하는데, 왜 눈물이 나오지 않는 것일까? 이런 의외의 상황에서 눈물이 흐른다는 것은 예상치 못한 일이라고 할 수 있을 것이다. 그래도 나는 정희에게 점점 다가갔다.우리는 서로 잘 앙증스럽게 웃으며 보였다. 걷는 동안에도 내 두루마기의 주름 하나에도 신경을 쓰고, 몸을 움츠리는 동작에도 세심한 주의를 기울였다. 나는 말하자면 내 어린 종생을 찬란하게 꾸미기 위해 박빙을 밟는 듯한 자세를 유지하는 것을 확실하게 명심하고 있었다.그런데 어떤 경구를 선택해야 할지 망설이게 되는 순간이었다. 하지만 그렇다고 말미암아 그런 대사를 내뱉으며 나를 초치하거나, 그렇게 초초하니까 어쩌니 하는 행동을 취하기에는 참을 수 없었다.나는 당당하게 말했다."
"""일복 씨는 저를 어떻게 생각하시나요?""","저 배 속에서 나오는 듯한 낮은 목소리로 말했다. 발음은 명확하고 정희의 귀 근처에서 말을 했다. 이 정도면 아마 최초의 대사로는 꽤나 성공한 편일 것이다. 의도했던 것처럼 네가 나를 불러서 내가 갑자기 나타날 줄은 너조차 꿈에도 상상하지 못했을 것이다.나는 콩나물을 3전어치면서 아침 반찬으로 충분하다고 말했다. 그렇게 무사히 3전어치는 것만으로도 만족감을 느낄 수 있었다. 나는 운이 좋게 돈을 아끼지 않았다.그러나 정희는 나의 인사에 아무 대답도 하지 않는다. 이것은 정말 큰 문제이다.정희는 마치 아이들이 고추를 먹듯이 돌아다니며, 담배를 피듯이 나를 어지럽히기 위해 계획한 것 같았다.정말 그렇다면이 상쾌한 정희의 자세는 정말 대단한 것이다. 내가 제시한 살인 촌철은 그저 순식간에 파편화되어 가엾은 불작으로 낙담하고 있다는 느낌을 받았다.나는 나에게 가능한 한 최대한의 동작을 보여주고 결국 낙담한 척을 하고 있다는 것을 표시했다. 지금은 내 포즈가 문제가 아니다. 표정도 더 사용할 가치가 남아있지 않고, 그래서 나는 약간 얼굴을 고쳐가며 정희에게 인사하고,나는 발걸음을 돌려 집으로 향해 걸어갔다. 내 파란만장한 인생은 단 한 마디의 회신으로 돌아가고 말 것이다. 나는 이런 참혹한 상황에서 내 종생을 이룬 것이라고 생각하며, 그래서 그럼 그럴 성싶기도 한 체하고 입도 약간 일기죽기죽 해보이려고 한다.5초, 10초, 20초, 30초, 1분.절대로 뒤를 돌아보거나 말아서는 안 된다. 어디까지든 간에 패배한 체하고 걷는 체해야 한다. 무더운 체한다.나는 사실 좀 어지러웠다. 내 약한 심장으로는 이런 약간의 체조를 오래 이어서 할 수 없는 것이다.묘지명이다. 일세의 귀재 이상은 그의 대작 종생기를 남기고 1937년 3월 3일에 사망했다. 만 25세와 11개월. 상심이 크다. 허탈하다. 남은 하나의 이상 구천을 위해 애도하고, 이 한산의 일편석을 세울 것이다. 애인 정희는 그의 몰후에 그의 비밀인 비첩이며, 오히려 장수하니 지하의 이상아 그리움을 담고 있기를 바란다.그렇지 않아도 이정도면 된다. 그래서 이런 작은 흠집을 살짝 감추기로 하자. 고만 실수는 상황에 따라 유연하게 처리하고, 다시 나는 내 반생의 계획에 대해 천천히 고려하기로 한다. 이상.과거의 에피그램과 경험의 원칙은 모두 내에 있어서는 내 위선을 가리는 작은 구실에 지나지 않는다. 실제로 나는 내 운명의 자리에서도 죽음의 합리화를 위해 코로처럼 도색된 아름다움을 볼 수도 없고, 톨스토이처럼 탄식할만한 금언의 추억도 가지지 않고, 그냥 어처구니 없이 다리를 헛디뎌넘어가듯이 죽어간다.거룩한 칭호를 지니고 찾아오는 연애라는 것을 받아들이는 데 있어서도, 어떤 노소간의 선인들이 남겨놓은 유훈을 거절하고, 그것을 버리고 다시 사용한다.나는 어쩔 수 없이 내게 혼날 때가 올 수도 있다.찬밥 한 술과 냉수 한 모금을 먹고도 일세를 위협할 만한 현명한 말씀을 할 수 있는 그런 지혜를 가지고 있다.하지만 자만심의 극치에 발을 들여놓고 올라선 자리에서는 단지 시골에 사는 먼 친척에게 야시 국수 버섯을 가져다 주고 그만둘 정도로 자신의 에티켓을 격차 확대시키는 겸손한 방식도 나는 소유하고 있다. 놀라울 따름이다. 이상.난마와 같이 갈피를 잡을 수 없는 어떤 비극적인 자기 탐구.이런 저급한 주제는 문벌이 뛰어난 나로서는 채택해선 안 되는 것이며, 또한 태서의 에티켓으로 차 한 잔을 마실 때의 자세에 대해서도 세심하고 세밀한 용의가 필요하다.휘파람 한 번을 분다 치더라도 나의 극비리에 따른 숨겨진 절차를 따라야 한다. 그 후가 아니면 나는 희망을 잃은 황혼에서도 마음대로 휘파람을 불 수 없는 것이다.동물에 대한 평범한 지식.사슴, 물오리를 비롯한 다른 동물은 내 동물 왕국에서는 배제되어야 한다. 나는 사냥용으로 가엾게 먹어지는 동물 외에는 언제든지 무가치하고 무지하다.또한풍경에 대한 오만한 태도.어떤 풍경이든 묻지 않고 풍경의 근원, 중심, 초점이 나 혼자서 나아야 한다. 나는 맹목적인 신조를 갖고 완전히 믿어야 한다.자진적인 어리석음과 무지함은 참으로 어렵다.보아라. 이 자득한 어리석음의 기술을 완전히 이해하라.백구야, 의백사처럼 가라앉혀라.이태백. 전후 만세의 화려한 군주. 나는 이태백을 닮아야 한다. 그러기 위해서 오실하게 실수를 범해야 한다. 현란한 문체로 인해 어떤 상황에서든 손쉽게 미소와 함께 일어나야 하는 것이니까.오늘날 우리 가족은 명확하지 못한 소녀에게 경솔하게 단정을 내렸다는 얘기가 돌았다. 이렇게 내 명망이 호화롭고 아름다운 삶 속에서 하나의 사소한 결점을 지적받으면서 초지의 가능성에 대한 응답을 할 수 있는 면목이 충분히 서있을까하는 허울좋은 핑계가 나타나기 시작했다.완만하고 신중한 서술.나는 눈에 띠이지 않을 정도로 사소한 점을 꼼꼼하게 붙잡아서 거기서 공중에서 담배를 한 갑 사둔 주머니에 넣고 피운 다음 정희의 예상 가능한 걸음을 다시 따라갔다.나는 일상의 일상적인 것들을 간과하는 듯이 손쉽게 휘파람을 불며 내 구두가 아스팔트를 밟으면서 템포와 음향의 귀찮은 조절에도 깔끔하게 정신을 차리면서 넉넉하게 걷기 시작했고, 3분 후에 다시 따라잡은 정희와 어깨를 나란히 걷었다. 헛된 세상에 심각하면 침통하고, 서운한 눈빛의 위치를 동소문 밖의 풍경 어딘가로 지정하지 않았으니, 서운한 듯한 부드러운 자세를 유지하면서도 그렇지 않은 듯한 내 작은 장난 중에도 더 많은 연마가 필요했다.해가 질 때.날은 저물었다. 아니, 아직 저물지 않은 것이 좋을까보다.날은 아직 저물지 않았다.그렇다면 아까 장만한 일상용품들을 꺼내어 차분하게 생활을 한 번 해보려는 기회가 이제 바다 앞으로 다가온 것 같다. 자, 우리는 어떤 조심스러운 동작을 펼칠지 생각해보자. 태어난 대로 비천한 타의를 숨길 수 없는 소녀 (이상의 이상)은 어디까지든 이 어리석은 호의에서 비롯된 곤경이다. 모파상의 지방 덩어리를 생각해보자. 가족은 미성년자인 딸에게 매춘을 시켰다. 두 번째는 미성년자인 딸이 자진해서 참여했다. 아, 세 번째는 그 나이 스물두 살이 되던 봄에 남자를 만나게 하고 다홍댕기를 드려 늘어트렸으며, 편집새를 위조하여 대거로 매매하여 벌었다.비천한 집 딸이 해빙기의 시냇가에 서서 입술이 시들해지면서 약간 고요해보였으며, 머리 아래로는 무엇이 움직이는지 보일 만큼 고개를 숙이고 있는데, 봄의 향기를 품은 바람이 불어와서 스커트 아니면 너무나 슬퍼보이는 아니면 좀 슬퍼보이는 홍발을 건드리면,좀 슬퍼보이는 홍발을 조심스럽게 건드리면,전에도 말한 것처럼, 이게 무슨 일인가. 라는 둥이 개추적하는 사람들은 필연적으로 자연 파괴자인가보다.라는 둥개미집이야말로 정말로 정돈되어 있구나.라는 둥비가 오면 천하에 비가 온다면,작년에 심었던 식물이 올해에도 또 자라려나. 뭐, 그게 무엇인지.라는 둥세련되게 잘하면 보일 만한 가장 조용한 문제로만 골라서 점잖게 해결해 보이는 것이다.진짜일까 거짓말일까. 정희가 갑자기 말했다. "
"""무엇을 어떻게 생각하나요?"""," 그러면서 웃는 정희의 모습이 떨어져서 보기 흉한 듯하니까 살짝 가리고, 곱다고 자처하는 아랫니를 보이지 않으려고 했지만 부지불식 사이에 그렇게 내놓인 것을 어떡하냐고 하는 듯이 가증하게 내놓으면서 또 여간해서 어림이 서지 않는 중간 얼굴을 그 위에 얹어 내세우는 것이었다."
